tipo,nombre,precio,localización,detalles,vendedor,fecha de publicación,link
Alquiler,Casa en alquiler en Norte De Guayaquil,$ 1.800,Norte De Guayaquil/Guayaquil/Guayas,5 habitaciones/5 baños/600 m²,Casanova Inmobiliaria,11/03/2022,https://www.properati.com.ec/detalle/e4qs_alquiler_casa_norte-de-guayaquil_patio_cocina_comedor_casanova-inmobiliaria
Alquiler,Casa en alquiler en Gonzalez Suarez,$ 2.300,Gonzalez Suarez/Iñaquito/Centro Norte/Quito/Pichincha,12 habitaciones/3 baños/200 m²,Inmolujo,25/08/2022,https://www.properati.com.ec/detalle/fzca_alquiler_casa_gonzalez-suarez_jardin_garaje_inmolujo
Alquiler,Casa en alquiler en Daule,$ 750,Daule/Guayas,4 habitaciones/3 baños/128 m²,INMOMARIA,04/05/2022,https://www.properati.com.ec/detalle/erug_alquiler_casa_daule_amoblados_gimnasio_piscina_cocina_comedor_inmomaria
Alquiler,Casa en alquiler en Manta,$ 500,Manta/Manabi,3 habitaciones/3 baños/150 m²,Ing  Marisela Mero - Manta Bienes Raíces,22/02/2022,https://www.properati.com.ec/detalle/dq4w_alquiler_casa_manta_parrilla_jardin_patio_balcon_garaje_cocina_comedor_ing-marisela-mero-manta-bienes-raices
Alquiler,Casa en alquiler en La Puntilla,$ 4.200,La Puntilla/Samborondon/Guayas,5 habitaciones/5 baños/2000 m²,Casanova Inmobiliaria,11/03/2022,https://www.properati.com.ec/detalle/e4lz_alquiler_casa_la-puntilla_jardin_terraza_aire-acondicionado_piscina_walk-in-closet_cocina_comedor_casanova-inmobiliaria
Alquiler,Casa en alquiler en La Puntilla,$ 3.800,La Puntilla/Samborondon/Guayas,3 habitaciones/5 baños/700 m²,EasyHome,11/05/2022,https://www.properati.com.ec/detalle/etfn_alquiler_casa_la-puntilla_jardin_cocina_comedor_easyhome_opin
Alquiler,Casa en alquiler en La Puntilla,$ 1.200,La Puntilla/Samborondon/Guayas,3 habitaciones/5 baños/200 m²,INMOMARIA,14/05/2022,https://www.properati.com.ec/detalle/eug7_alquiler_casa_ciudad-celeste_amoblados_gimnasio_jardin_patio_aire-acondicionado_piscina_cocina_comedor_inmomaria
Alquiler,Casa en alquiler en La Puntilla,$ 1.200,La Puntilla/Samborondon/Guayas,4 habitaciones/4 baños/200 m²,INMOMARIA,07/08/2022,https://www.properati.com.ec/detalle/fgrh_alquiler_casa_ciudad-celeste_amoblados_gimnasio_jardin_patio_aire-acondicionado_piscina_garaje_cocina_comedor_inmomaria
Alquiler,Casa en alquiler en El Batan,$ 2.100,El Batan/Iñaquito/Centro Norte/Quito/Pichincha,3 habitaciones/3 baños/400 m²,Inmolujo,09/06/2022,https://www.properati.com.ec/detalle/f1nz_alquiler_casa_el-batan_jardin_bodega_cocina_comedor_inmolujo
Alquiler,Casa en alquiler en La Puntilla,$ 1.200,La Puntilla/Samborondon/Guayas,4 habitaciones/3 baños/170 m²,RORTIZ BIENES Y SERVICIOS,25/10/2022,https://www.properati.com.ec/detalle/gmmz_alquiler_casa_ciudad-celeste_amoblados_patio_piscina_cocina_comedor_johanna-rodriguez
Alquiler,Casa en alquiler en Salinas,$ 300,Salinas/Santa Elena,3 habitaciones/2 baños/100 m²,Traverso y Lindao,22/12/2022,https://www.properati.com.ec/detalle/gwwf_alquiler_casa_salinas_amoblados_piscina_cocina_comedor_traverso-y-lindao
Alquiler,Casa en alquiler en Cumbaya,$ 4.500,Cumbaya/Valle Tumbaco/Quito/Pichincha,4 habitaciones/4 baños/500 m²,Inmobiliaria La Colina,17/11/2022,https://www.properati.com.ec/detalle/gr9h_alquiler_casa_cumbaya_parrilla_jardin_terraza_garaje_inmobiliaria-la-colina_opgt
Alquiler,Casa en alquiler en Via A La Costa,$ 800,Via A La Costa/Guayaquil/Guayas,3 habitaciones/3 baños/150 m²,RORTIZ BIENES Y SERVICIOS,22/09/2022,https://www.properati.com.ec/detalle/gaw8_alquiler_casa_via-a-la-costa_patio_bodega_area-bbq_areas-verdes_piscina_cocina_comedor_johanna-rodriguez
Alquiler,Casa en alquiler en Daule,$ 400,Daule/Guayas,3 habitaciones/3 baños/98 m²,REFERIDOS EFECTIVOS,24/11/2022,https://www.properati.com.ec/detalle/gsva_alquiler_casa_salitre_patio_cocina_comedor_referidos-efectivos_opd3
Alquiler,Casa en alquiler en Norte De Guayaquil,$ 430,Norte De Guayaquil/Guayaquil/Guayas,2 habitaciones/1 baño/80 m²,Jackeline Parra,07/10/2022,https://www.properati.com.ec/detalle/ghih_alquiler_casa_norte-de-guayaquil_patio_garaje_cocina_comedor_jackeline-parra
Alquiler,Casa en alquiler en Cumbaya,$ 950,Cumbaya/Valle Tumbaco/Quito/Pichincha,3 habitaciones/3 baños/170 m²,Flavio Aguirre - To Do Bienes Raíces Servicios Inmobiliarios y Soluciones de Inversión,22/08/2022,https://www.properati.com.ec/detalle/fwme_alquiler_casa_nayon_jardin_bodega_cocina_comedor_flavio-aguirre_opb1
Alquiler,Casa en alquiler en Cumbaya,$ 950,Cumbaya/Valle Tumbaco/Quito/Pichincha,3 habitaciones/3 baños/170 m²,Flavio Aguirre - To Do Bienes Raíces Servicios Inmobiliarios y Soluciones de Inversión,15/10/2022,https://www.properati.com.ec/detalle/gjqc_alquiler_casa_cumbaya_patio_cocina_comedor_flavio-aguirre_opb1
Alquiler,Casa en alquiler en Quevedo,$ 1.200,Quevedo/Los Rios,5 habitaciones/4 baños/470 m²,Remax Total,28/11/2022,https://www.properati.com.ec/detalle/gt6u_alquiler_casa_quevedo_patio_terraza_balcon_cocina_comedor_remax-total
Alquiler,Casa en alquiler en Manta,$ 450,Manta/Manabi,3 habitaciones/3 baños/95 m²,Ing  Marisela Mero - Manta Bienes Raíces,22/02/2022,https://www.properati.com.ec/detalle/dr3c_alquiler_casa_manta_amoblados_jardin_patio_aire-acondicionado_piscina_garaje_cocina_comedor_ing-marisela-mero-manta-bienes-raices
Alquiler,Casa en alquiler en Manta,$ 500,Manta/Manabi,3 habitaciones/3 baños/107 m²,Ing  Marisela Mero - Manta Bienes Raíces,22/02/2022,https://www.properati.com.ec/detalle/drvg_alquiler_casa_manta_amoblados_jardin_patio_aire-acondicionado_piscina_garaje_cocina_comedor_ing-marisela-mero-manta-bienes-raices
Alquiler,Casa en alquiler en Manta,$ 650,Manta/Manabi,3 habitaciones/3 baños/110 m²,Ing  Marisela Mero - Manta Bienes Raíces,22/02/2022,https://www.properati.com.ec/detalle/drjy_alquiler_casa_manta_amoblados_parrilla_patio_aire-acondicionado_piscina_garaje_cocina_comedor_ing-marisela-mero-manta-bienes-raices
Alquiler,Casa en alquiler en Julio Matovelle,$ 2.500,Julio Matovelle/Kennedy/Centro Norte/Quito/Pichincha,4 habitaciones/4 baños/200 m²,DSL bienes raices,14/09/2022,https://www.properati.com.ec/detalle/g67o_alquiler_casa_julio-matovelle_jacuzzi_patio_cocina_comedor_dsl-bienes-raices_opn0
Alquiler,Casa en alquiler en La Puntilla,$ 1.200,La Puntilla/Samborondon/Guayas,4 habitaciones/5 baños/243 m²,Campuscorp,01/04/2022,https://www.properati.com.ec/detalle/eg58_alquiler_casa_la-puntilla_amoblados_cocina_comedor_campuscorp
Alquiler,Casa en alquiler en La Puntilla,$ 1.600,La Puntilla/Samborondon/Guayas,4 habitaciones/3 baños/300 m²,Inmobiliaria Cuadros,26/09/2022,https://www.properati.com.ec/detalle/gd3i_alquiler_casa_la-puntilla_piscina_garaje_cocina_comedor_inmobiliaria-cuadros
Alquiler,Casa en alquiler en La Puntilla,$ 700,La Puntilla/Samborondon/Guayas,3 habitaciones/2 baños/150 m²,Inmobiliaria Cuadros,26/09/2022,https://www.properati.com.ec/detalle/gd71_alquiler_casa_la-puntilla_patio_cocina_comedor_inmobiliaria-cuadros
Alquiler,Casa en alquiler en Norte De Guayaquil,$ 550,Norte De Guayaquil/Guayaquil/Guayas,3 habitaciones/2 baños/120 m²,Casanova Inmobiliaria,04/10/2022,https://www.properati.com.ec/detalle/ggb9_alquiler_casa_norte-de-guayaquil_patio_cocina_comedor_casanova-inmobiliaria
Alquiler,Casa en alquiler en Norte De Guayaquil,$ 1.500,Norte De Guayaquil/Guayaquil/Guayas,6 habitaciones/6 baños/400 m²,Casanova Inmobiliaria,26/09/2022,https://www.properati.com.ec/detalle/gdzz_alquiler_casa_norte-de-guayaquil_patio_bodega_terraza_piscina_casanova-inmobiliaria
Alquiler,Casa en alquiler en Samborondon,$ 3.000,Samborondon/Samborondon/Guayaquil/Guayas,4 habitaciones/3 baños/280 m²,Casanova Inmobiliaria,05/12/2022,https://www.properati.com.ec/detalle/gui4_alquiler_casa_samborondon_patio_piscina_garaje_cocina_comedor_casanova-inmobiliaria
Alquiler,Casa en alquiler en Manta,$ 350,Manta/Manabi,3 habitaciones/3 baños/100 m²,Ing  Marisela Mero - Manta Bienes Raíces,22/02/2022,https://www.properati.com.ec/detalle/dqdm_alquiler_casa_manta_amoblados_patio_garaje_cocina_comedor_ing-marisela-mero-manta-bienes-raices
Alquiler,Casa en alquiler en Iñaquito,$ 1.700,Iñaquito/Centro Norte/Quito/Pichincha,3 habitaciones/3 baños/352 m²,Visión Inmobiliaria,16/11/2022,https://www.properati.com.ec/detalle/gqr5_alquiler_casa_inaquito_ciclovias-de-quito_jardin_areas-verdes_piscina_vision-inmobiliaria
Alquiler,Casa en alquiler en Kennedy,$ 1.200,Kennedy/Centro Norte/Quito/Pichincha,6 habitaciones/3 baños/225 m²,Residencia Inversiones,13/10/2022,https://www.properati.com.ec/detalle/givh_alquiler_casa_kennedy_comedor_residencia-inversiones_opc3
Alquiler,Casa en alquiler en Calderón,$ 1.200,Calderón/Norte De Quito/Quito/Pichincha,5 habitaciones/4 baños/480 m²,Residencia Inversiones,20/10/2022,https://www.properati.com.ec/detalle/gldb_alquiler_casa_calderon_jacuzzi_jardin_patio_terraza_walk-in-closet_cocina_comedor_residencia-inversiones_opc3
Alquiler,Casa en alquiler en Norte De Guayaquil,$ 250,Norte De Guayaquil/Guayaquil/Guayas,3 habitaciones/2 baños/80 m²,VILLAGE REAL ESTATE,20/09/2022,https://www.properati.com.ec/detalle/g96e_alquiler_casa_norte-de-guayaquil_balcon_cocina_village-real-estate
Alquiler,Casa en alquiler en Samborondon,$ 3.900,Samborondon/Samborondon/Guayaquil/Guayas,4 habitaciones/8 baños/981 m²,Solange Puga Aguirre,06/12/2022,https://www.properati.com.ec/detalle/guns_alquiler_casa_samborondon_patio_terraza_balcon_piscina_cocina_comedor_solange-puga
Alquiler,Casa en alquiler en Pomasqui,$ 300,Pomasqui/Norte De Quito/Quito/Pichincha,2 habitaciones/2 baños/73 m²,Residencia Inversiones,16/11/2022,https://www.properati.com.ec/detalle/gqwz_alquiler_casa_pomasqui_patio_areas-verdes_ventanales_cocina_comedor_residencia-inversiones_opc3
Alquiler,Casa en alquiler en La Primavera,$ 1.650,La Primavera/Cumbaya/Valle Tumbaco/Quito/Pichincha,3 habitaciones/3 baños/271 m²,Innova Real State,06/01/2023,https://www.properati.com.ec/detalle/gydo_alquiler_casa_la-primavera_jardin_patio_bodega_terraza_areas-verdes_piscina_walk-in-closet_cocina_comedor_innova-real-state_opk4
Alquiler,Casa en alquiler en Rumipamba,$ 2.500,Rumipamba/Centro Norte/Quito/Pichincha,5 habitaciones/3 baños/230 m²,ANKHA REAL ESTATE,25/10/2022,https://www.properati.com.ec/detalle/gmsw_alquiler_casa_rumipamba_patio_terraza_balcon_cocina_comedor_ankha-real-estate_opjz
Alquiler,Casa en alquiler en Calderón,$ 330,Calderón/Norte De Quito/Quito/Pichincha,3 habitaciones/2 baños/118 m²,ANKHA REAL ESTATE,28/11/2022,https://www.properati.com.ec/detalle/gt55_alquiler_casa_calderon_cocina_comedor_ankha-real-estate_opjz
Alquiler,Casa en alquiler en La Mena,$ 400,La Mena/Sur De Quito/Quito/Pichincha,4 habitaciones/2 baños/250 m²,ANKHA REAL ESTATE,19/08/2022,https://www.properati.com.ec/detalle/fuqo_alquiler_casa_la-mena_patio_terraza_cocina_comedor_ankha-real-estate_opjz
Alquiler,Casa en alquiler en Kennedy,$ 1.200,Kennedy/Centro Norte/Quito/Pichincha,4 habitaciones/3 baños/250 m²,Innova Real State,06/01/2023,https://www.properati.com.ec/detalle/gyeb_alquiler_casa_kennedy_amoblados_jardin_patio_terraza_cocina_comedor_innova-real-state_opk4
Alquiler,Casa en alquiler en Pifo,$ 300,Pifo/Valle Tumbaco/Quito/Pichincha,3 habitaciones/1 baño/110 m²,ANKHA REAL ESTATE,27/07/2022,https://www.properati.com.ec/detalle/fdk9_alquiler_casa_pifo_cocina_comedor_ankha-real-estate_opjz
Alquiler,Casa en alquiler en Monteserrin,$ 2.900,Monteserrin/Jipijapa/Centro Norte/Quito/Pichincha,5 habitaciones/4 baños/458 m²,CENTURY 21 Elite,26/09/2022,https://www.properati.com.ec/detalle/ge9i_alquiler_casa_monteserrin_amoblados_parrilla_jacuzzi_jardin_garaje_cocina_comedor_jadyra-corella
Alquiler,Casa en alquiler en Nayón,$ 3.600,Nayón/Valle Tumbaco/Quito/Pichincha,4 habitaciones/4 baños/850 m²,CENTURY 21 Elite,26/09/2022,https://www.properati.com.ec/detalle/ge9q_alquiler_casa_nayon_gimnasio_jardin_bodega_terraza_garaje_cocina_comedor_jadyra-corella
Alquiler,Casa en alquiler en Cumbaya,$ 1.200,Cumbaya/Valle Tumbaco/Quito/Pichincha,3 habitaciones/2 baños/180 m²,CENTURY 21 Elite,20/12/2022,https://www.properati.com.ec/detalle/gwgb_alquiler_casa_cumbaya_jardin_bodega_balcon_walk-in-closet_cocina_comedor_jadyra-corella
Alquiler,Casa en alquiler en Checa,$ 1.500,Checa/Valle Tumbaco/Quito/Pichincha,5 habitaciones/3 baños/266 m²,CENTURY 21 Elite,24/08/2022,https://www.properati.com.ec/detalle/fynu_alquiler_casa_checa_area-bbq_areas-verdes_piscina_cocina_jadyra-corella
Alquiler,Casa en alquiler en Cumbaya,$ 1.900,Cumbaya/Valle Tumbaco/Quito/Pichincha,4 habitaciones/3 baños/320 m²,CENTURY 21 Elite,26/09/2022,https://www.properati.com.ec/detalle/ge7y_alquiler_casa_cumbaya_jardin_walk-in-closet_comedor_jadyra-corella
Alquiler,Casa en alquiler en Tumbaco,$ 2.500,Tumbaco/Valle Tumbaco/Quito/Pichincha,4 habitaciones/5 baños/490 m²,CENTURY 21 Elite,26/09/2022,https://www.properati.com.ec/detalle/geht_alquiler_casa_tumbaco_jardin_bodega_terraza_areas-verdes_ventanales_cocina_comedor_jadyra-corella
Alquiler,Casa en alquiler en Monteserrin,$ 3.800,Monteserrin/Jipijapa/Centro Norte/Quito/Pichincha,3 habitaciones/3 baños/580 m²,CENTURY 21 Elite,20/12/2022,https://www.properati.com.ec/detalle/gwk4_alquiler_casa_monteserrin_cocina_comedor_jadyra-corella
Alquiler,Casa en alquiler en Monteserrin,$ 2.800,Monteserrin/Jipijapa/Centro Norte/Quito/Pichincha,3 habitaciones/3 baños/400 m²,CENTURY 21 Elite,20/12/2022,https://www.properati.com.ec/detalle/gwfw_alquiler_casa_monteserrin_cocina_comedor_jadyra-corella
Alquiler,Casa en alquiler en Duran,$ 600,Duran/Guayas,3 habitaciones/3 baños/111 m²,Ing  Marisela Mero - Manta Bienes Raíces,16/08/2022,https://www.properati.com.ec/detalle/fjso_alquiler_casa_duran_amoblados_parrilla_jardin_patio_aire-acondicionado_piscina_garaje_cocina_comedor_ing-marisela-mero-manta-bienes-raices
Alquiler,Casa en alquiler en Calderón,$ 370,Calderón/Norte De Quito/Quito/Pichincha,3 habitaciones/2 baños/138 m²,CENTURY 21 Elite,20/12/2022,https://www.properati.com.ec/detalle/gwgr_alquiler_casa_calderon_jardin_patio_bodega_terraza_cocina_jadyra-corella
Alquiler,Casa en alquiler en Nayón,$ 3.200,Nayón/Valle Tumbaco/Quito/Pichincha,3 habitaciones/3 baños/400 m²,CENTURY 21 Elite,20/09/2022,https://www.properati.com.ec/detalle/g8u5_alquiler_casa_nayon_jardin_bodega_cocina_comedor_jadyra-corella
Alquiler,Casa en alquiler en Monteserrin,$ 940,Monteserrin/Jipijapa/Centro Norte/Quito/Pichincha,3 habitaciones/2 baños/210 m²,CENTURY 21 Elite,20/12/2022,https://www.properati.com.ec/detalle/gwk3_alquiler_casa_monteserrin_patio_cocina_jadyra-corella
Alquiler,Casa en alquiler en Carcelen,$ 300,Carcelen/Norte De Quito/Quito/Pichincha,3 habitaciones/3 baños/114 m²,CENTURY 21 Elite,20/12/2022,https://www.properati.com.ec/detalle/gwgy_alquiler_casa_carcelen_patio_areas-verdes_cocina_comedor_jadyra-corella
Alquiler,Casa en alquiler en Tumbaco,$ 2.000,Tumbaco/Valle Tumbaco/Quito/Pichincha,3 habitaciones/3 baños/360 m²,CENTURY 21 Elite,20/12/2022,https://www.properati.com.ec/detalle/gwfy_alquiler_casa_tumbaco_jardin_bodega_balcon_cocina_comedor_jadyra-corella
Alquiler,Casa en alquiler en Cumbaya,$ 1.800,Cumbaya/Valle Tumbaco/Quito/Pichincha,3 habitaciones/3 baños/300 m²,CENTURY 21 Elite,20/12/2022,https://www.properati.com.ec/detalle/gwjq_alquiler_casa_cumbaya_gimnasio_jardin_bodega_terraza_area-bbq_cocina_jadyra-corella
Alquiler,Casa en alquiler en Monteserrin,$ 3.000,Monteserrin/Jipijapa/Centro Norte/Quito/Pichincha,4 habitaciones/5 baños/400 m²,CENTURY 21 Elite,20/12/2022,https://www.properati.com.ec/detalle/gwfv_alquiler_casa_monteserrin_amoblados_jardin_bodega_cocina_comedor_jadyra-corella
Alquiler,Casa en alquiler en Cumbaya,$ 4.000,Cumbaya/Valle Tumbaco/Quito/Pichincha,3 habitaciones/4 baños/650 m²,CENTURY 21 Elite,26/09/2022,https://www.properati.com.ec/detalle/ge93_alquiler_casa_cumbaya_gimnasio_jardin_patio_cocina_comedor_jadyra-corella
Alquiler,Casa en alquiler en Iñaquito,$ 1.600,Iñaquito/Centro Norte/Quito/Pichincha,3 habitaciones/2 baños/200 m²,CENTURY 21 Elite,10/10/2022,https://www.properati.com.ec/detalle/ghwl_alquiler_casa_inaquito_jardin_patio_bodega_terraza_balcon_garaje_walk-in-closet_cocina_comedor_jadyra-corella
Alquiler,Casa en alquiler en Tumbaco,$ 2.500,Tumbaco/Valle Tumbaco/Quito/Pichincha,4 habitaciones/5 baños/490 m²,CENTURY 21 Elite,26/09/2022,https://www.properati.com.ec/detalle/geh2_alquiler_casa_tumbaco_ciclovias-de-quito_jardin_bodega_terraza_areas-verdes_ventanales_cocina_comedor_jadyra-corella
Alquiler,Casa en alquiler en Cumbaya,$ 900,Cumbaya/Valle Tumbaco/Quito/Pichincha,2 habitaciones/2 baños/170 m²,CENTURY 21 Elite,20/12/2022,https://www.properati.com.ec/detalle/gwk1_alquiler_casa_cumbaya_amoblados_jardin_cocina_comedor_jadyra-corella
Alquiler,Casa en alquiler en Iñaquito,$ 950,Iñaquito/Centro Norte/Quito/Pichincha,3 habitaciones/2 baños/126 m²,CENTURY 21 Elite,21/09/2022,https://www.properati.com.ec/detalle/g9ob_alquiler_casa_inaquito_patio_piscina_cocina_comedor_jadyra-corella
Alquiler,Casa en alquiler en Puembo,$ 2.500,Puembo/Valle Tumbaco/Quito/Pichincha,3 habitaciones/3 baños/300 m²,CENTURY 21 Elite,20/12/2022,https://www.properati.com.ec/detalle/gwge_alquiler_casa_puembo_jardin_cocina_comedor_jadyra-corella
Alquiler,Casa en alquiler en Salinas,$ 1.000,Salinas/Santa Elena,3 habitaciones/2 baños/126 m²,Tanya Guadalupe,07/09/2022,https://www.properati.com.ec/detalle/g2v9_alquiler_casa_salinas_tanya-guadalupe
Alquiler,Casa en alquiler en Cumbaya,$ 1.500,Cumbaya/Valle Tumbaco/Quito/Pichincha,3 habitaciones/4 baños/178 m²,Innova Real State,28/10/2022,https://www.properati.com.ec/detalle/gnnq_alquiler_casa_cumbaya_comedor_innova-real-state_opk4
Alquiler,Casa en alquiler en Cumbaya,$ 1.400,Cumbaya/Valle Tumbaco/Quito/Pichincha,3 habitaciones/3 baños/200 m²,Innova Real State,11/01/2023,https://www.properati.com.ec/detalle/gz6v_alquiler_casa_cumbaya_jacuzzi_jardin_patio_bodega_cocina_comedor_innova-real-state_opk4
Alquiler,Casa en alquiler en Tumbaco,$ 450,Tumbaco/Valle Tumbaco/Quito/Pichincha,3 habitaciones/3 baños/130 m²,Innova Real State,28/10/2022,https://www.properati.com.ec/detalle/gnpr_alquiler_casa_tumbaco_patio_cocina_comedor_innova-real-state_opk4
Alquiler,Casa en alquiler en La Primavera,$ 1.250,La Primavera/Cumbaya/Valle Tumbaco/Quito/Pichincha,2 habitaciones/2 baños/120 m²,Innova Real State,06/01/2023,https://www.properati.com.ec/detalle/gyf5_alquiler_casa_la-primavera_amoblados_jardin_terraza_walk-in-closet_cocina_comedor_innova-real-state_opk4
Alquiler,Casa en alquiler en Guayas,$ 580,Guayas,2 habitaciones/3 baños/250 m²,BIENES RAÍCES FLORES,16/01/2023,https://www.properati.com.ec/detalle/h02q_alquiler_casa_guayas_patio_aire-acondicionado_cocina_comedor_aquiles-alejandro-flores
Alquiler,Casa en alquiler en Quevedo,$ 350,Quevedo/Los Rios,4 habitaciones/3 baños/278 m²,Remax Total,31/10/2022,https://www.properati.com.ec/detalle/gokp_alquiler_casa_quevedo_comedor_remax-total
Alquiler,Casa en alquiler en Duran,$ 455,Duran/Guayas,3 habitaciones/3 baños/110 m²,Ing  Marisela Mero - Manta Bienes Raíces,22/02/2022,https://www.properati.com.ec/detalle/dqdd_alquiler_casa_duran_patio_piscina_garaje_cocina_comedor_ing-marisela-mero-manta-bienes-raices
Alquiler,Casa en alquiler en Conocoto,$ 550,Conocoto/Valle Los Chillos/Quito/Pichincha,3 habitaciones/2 baños/186 m²,REMAX EVOLUTION,13/12/2022,https://www.properati.com.ec/detalle/gv1g_alquiler_casa_conocoto_gimnasio_patio_terraza_cocina_comedor_remax-capital
Alquiler,Casa en alquiler en Iñaquito,$ 530,Iñaquito/Centro Norte/Quito/Pichincha,3 habitaciones/2 baños/140 m²,CENTURY 21 Elite,05/10/2022,https://www.properati.com.ec/detalle/ggp6_alquiler_casa_inaquito_patio_areas-verdes_piscina_cocina_comedor_jadyra-corella
Alquiler,Casa en alquiler en Iñaquito,$ 1.300,Iñaquito/Centro Norte/Quito/Pichincha,3 habitaciones/3 baños/186 m²,Innova Real State,28/10/2022,https://www.properati.com.ec/detalle/gnkq_alquiler_casa_inaquito_amoblados_bodega_terraza_piscina_cocina_comedor_innova-real-state_opk4
Alquiler,Casa en alquiler en Iñaquito,$ 460,Iñaquito/Centro Norte/Quito/Pichincha,3 habitaciones/3 baños/150 m²,Innova Real State,28/10/2022,https://www.properati.com.ec/detalle/gnkh_alquiler_casa_inaquito_comedor_innova-real-state_opk4
Alquiler,Casa en alquiler en Cumbaya,$ 2.500,Cumbaya/Valle Tumbaco/Quito/Pichincha,4 habitaciones/4 baños/500 m²,Innova Real State,28/10/2022,https://www.properati.com.ec/detalle/gnp0_alquiler_casa_cumbaya_cocina_comedor_innova-real-state_opk4
Alquiler,Casa en alquiler en Tumbaco,$ 1.250,Tumbaco/Valle Tumbaco/Quito/Pichincha,3 habitaciones/4 baños/230 m²,Innova Real State,28/10/2022,https://www.properati.com.ec/detalle/gnnk_alquiler_casa_tumbaco_balcon_walk-in-closet_comedor_innova-real-state_opk4
